Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,strat BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war,2time,3time,plus 1,SV,HD_1,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war,BABIP_2,BIP,GB%,ifFB%,ofFB%,FB%,LD%,GB/FB,HR/FB%,if1B%,PFR,PF1,PF2,PF3,PFH,PFslg
백정현,6.2,27,27,0,0,0,0,14,5,0,0,157.2,46,54,53.3,648,142,25,1,15,54,2,2,109,6,0,5,2.63,3.08,3.04,2.98,4.23,1.24,6.22,3.08,2.02,0.86,16.8,8.3,8.5,0.274,81.4,3.19,4.38,-1.61,56.27,58.05,90.7,0.244,0.308,0.367,0.675,2503,92.7,15.9,3.86,15,55.6,5,18.5,6,0,0,106,6.1,17,9,65.4,0,0,13,2,15.4,5.84,92.7,54.96,3.39,6.2,0,0,0,0,0,0,0,0,,0,0,0,0,14,10,0,0,,13,2,15.4,,,,,0.274,463,46,3.9,46.4,50.3,3.7,0.9,6.2,8.5,,,,,,
원태인,6.01,26,26,0,0,0,0,14,7,0,0,158.2,54,59,57.8,655,147,32,1,11,51,5,1,129,4,1,5,3.06,3.35,3.28,3.11,3.65,1.25,7.32,2.89,2.53,0.62,19.7,7.8,11.9,0.3,76.6,2.91,3.97,-0.59,65.64,60.42,78.3,0.249,0.313,0.362,0.675,2522,97,15.9,3.85,16,61.5,10,38.5,5,0,0,72,4.1,15,8,65.2,0,0,5,2,40,6.1,97,55.31,3.18,6.01,0,0,0,0,0,0,0,0,,0,0,0,0,16,7,0,0,,5,2,40,,,,,0.3,453,49.8,7.7,39.1,46.8,3.4,1.1,5,8.8,,,,,,
뷰캐넌,5.76,30,30,0,1,1,1,16,5,0,0,177,61,71,69.8,758,173,25,4,13,59,2,2,162,11,0,7,3.1,3.61,3.55,3.55,3.39,1.31,8.24,3,2.75,0.66,21.4,7.8,13.6,0.308,75.5,2.58,3.77,-0.28,66.47,69.02,72.57,0.25,0.31,0.355,0.665,2967,98.9,16.8,3.91,20,66.7,5,16.7,4,0,0,132,6.7,18,10,64.3,0,0,12,2,16.7,5.9,98.9,54.6,2.61,5.76,0,0,0,0,0,0,0,0,,0,0,0,0,16,6,0,0,,12,2,16.7,,,,,0.308,519,57,3,36.4,39.4,3.6,1.4,6.2,11,,,,,,
오승환,2.7,64,0,64,61,0,0,0,2,44,0,62,14,17,20.95,252,56,15,3,3,16,2,3,57,2,0,2,2.03,2.47,3.04,2.9,2.79,1.16,8.27,2.32,3.56,0.44,22.6,6.3,16.3,0.312,81.4,2.32,3.45,-0.76,43.55,56.47,59.88,0.245,0.298,0.376,0.674,1003,15.7,16.2,3.98,0,,0,,0,0,0,7,,0,0,,0,0,3,0,0,,,,,,18,3,9,44,0,1,0,1,97.8,4,0,1,0,37,3,33,8,24.2,3,0,0,0.97,15.67,1.75,2.7,0.312,170,37.3,4,55.4,59.3,3.4,0.6,2.9,5.4,,,,,,
최채흥,2.48,26,20,6,2,1,0,5,9,0,2,122.1,62,66,64.1,538,143,21,2,16,37,2,1,82,4,1,4,4.56,4.86,4.72,4.63,4.61,1.47,6.03,2.72,2.22,1.18,15.2,6.9,8.4,0.32,72.5,3.17,4.4,-0.05,97.75,90.05,98.81,0.291,0.341,0.439,0.78,2092,80.5,17.1,3.89,6,30,1,5,6,0,0,68,5.5,8,11,42.1,0,0,7,3,42.9,5.58,96,45.15,-0.1,1.89,2,0,3,0,2,0,0,0,100,0,0,0,0,6,10,6,0,0,7,3,42.9,1.78,28.67,0.99,0.6,0.32,397,40.5,5,52.5,57.6,1.9,0.7,6.7,8.4,,,,,,
라이블리,0.94,6,6,0,0,0,0,0,1,0,0,33.1,15,16,15.15,140,23,6,0,4,13,5,0,38,1,0,0,4.05,4.32,4.09,3.94,4.02,1.08,10.26,3.51,2.92,1.08,27.1,9.3,17.9,0.241,71.4,2.68,3.26,0.03,86.8,76.66,86.13,0.19,0.295,0.339,0.634,613,102.2,18.4,4.38,4,66.7,0,0,0,0,0,14,3.8,3,3,50,0,0,3,2,66.7,5.56,102.17,55.5,0.35,0.94,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,0,0,,3,2,66.7,,,,,0.241,79,32.1,3.6,59.5,63.1,4.8,0.5,7.5,8.7,,,,,,
우규민,0.9,60,0,60,8,0,0,3,3,2,24,49,18,22,25.45,213,58,4,1,5,9,2,1,35,2,0,1,3.31,4.04,4.67,4.49,3.83,1.37,6.43,1.65,3.89,0.92,16.4,4.2,12.2,0.333,75.8,2.72,3.94,-0.52,70.85,87.33,82.04,0.294,0.329,0.401,0.73,786,13.1,16,3.69,0,,0,,0,0,0,23,,0,0,,0,0,16,1,6.3,,,,,,15,1,3,2,24,4,0,4,86.7,0,3,1,0,14,12,26,8,30.8,16,1,6.3,0.82,13.1,1.28,0.9,0.333,159,46.7,4.2,47.9,52.1,1.2,0.9,5.7,3.4,,,,,,
몽고메리,0.75,11,11,0,0,0,0,2,5,0,0,52,31,33,31.45,244,46,5,1,3,38,4,0,55,2,0,4,5.37,5.71,5.44,5.23,4.31,1.62,9.52,6.58,1.45,0.52,22.5,15.6,7,0.303,65.5,3.69,4.56,1.05,114.99,101.78,92.43,0.234,0.364,0.315,0.679,991,90.1,19.1,4.06,4,36.4,0,0,2,0,0,27,4.7,4,6,40,0,0,5,3,60,4.73,90.09,47.55,-0.18,0.75,0,0,0,0,0,0,0,0,,0,0,0,0,4,7,0,0,,5,3,60,,,,,0.303,142,56.5,5.4,35.4,40.8,2.7,1.4,5,10.9,,,,,,
이승현,0.54,41,0,41,5,0,0,1,4,0,7,39.1,23,24,22.2,174,35,8,0,3,23,3,0,46,0,0,5,5.26,5.49,5.08,4.86,3.8,1.47,10.53,5.26,2,0.69,26.4,13.2,13.2,0.337,64.9,2.96,3.81,1.46,112.79,94.52,81.44,0.246,0.359,0.366,0.725,744,18.1,18.9,4.28,0,,0,,0,0,0,17,,0,0,,0,0,13,6,46.2,,,,,,8,0,6,0,7,1,1,2,77.8,0,0,0,1,11,8,17,4,23.5,13,6,46.2,0.96,18.15,1.1,0.54,0.337,95,54.9,3.9,38.2,42.2,2.9,1.3,7,2.9,,,,,,
최지광,0.52,60,0,60,8,0,0,7,1,0,14,51.1,28,30,30.25,231,53,11,2,5,27,2,0,49,2,0,2,4.91,5.26,5.3,5.15,4.29,1.56,8.59,4.73,1.81,0.88,21.2,11.7,9.5,0.336,69.3,3.23,4.26,0.62,105.21,100.27,91.96,0.276,0.363,0.432,0.795,893,14.9,17.4,3.87,0,,0,,0,0,0,25,,0,0,,0,0,25,13,52,,,,,,15,2,3,0,14,2,1,3,82.4,0,5,1,1,14,14,32,14,43.8,25,13,52,0.86,14.88,1.17,0.52,0.336,143,41.8,6.5,49,55.6,2.6,0.8,5.9,5.7,,,,,,
이재희,0.51,5,5,0,0,0,0,0,1,0,0,21.2,13,13,11.45,95,24,3,1,2,10,0,0,17,0,0,2,5.4,5.4,4.76,4.36,4.33,1.57,7.06,4.15,1.7,0.83,17.9,10.5,7.4,0.339,67.7,3.32,4.52,1.07,115.73,84.75,92.89,0.286,0.362,0.417,0.779,390,78,18,4.11,0,0,0,0,3,0,0,11,4.6,1,4,20,0,0,3,3,100,4.33,78,45.2,0.12,0.51,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,0,0,,3,3,100,,,,,0.339,65,52.9,7.4,38.2,45.6,1.5,1.2,6.5,12.5,,,,,,
심창민,0.42,59,0,59,7,0,0,3,2,0,16,51.1,29,32,31.3,238,47,12,0,8,32,6,0,58,3,1,2,5.08,5.61,5.49,5.34,5.09,1.54,10.17,5.61,1.81,1.4,24.4,13.4,10.9,0.293,71.6,3.34,4.09,-0.01,108.97,103.81,109.12,0.237,0.359,0.419,0.778,1018,17.3,19.8,4.28,0,,0,,0,0,0,23,,0,0,,0,0,31,11,35.5,,,,,,11,1,8,0,16,2,0,2,88.9,0,0,1,0,12,12,39,11,28.2,31,11,35.5,0.87,17.25,1.1,0.42,0.293,133,31,8.5,58.5,66.9,2.1,0.5,8.4,0,,,,,,
노성호,0.42,16,0,16,4,0,0,0,2,0,1,19,10,10,8.95,82,10,1,0,2,14,1,0,19,0,0,2,4.74,4.74,4.24,3.88,4.97,1.26,9,6.63,1.36,0.95,23.2,17.1,6.1,0.178,68.2,3.81,4.67,-0.23,101.52,75.57,106.45,0.152,0.309,0.258,0.567,352,22,18.5,4.29,0,,0,,0,0,0,12,,0,0,,0,0,8,3,37.5,,,,,,2,0,4,0,1,0,0,0,100,0,0,0,0,3,3,2,1,50,8,3,37.5,1.19,22,0.55,0.42,0.178,45,31.3,14.6,50,64.6,4.2,0.5,6.5,0,,,,,,
문용익,0.32,22,0,22,6,0,0,2,0,0,2,22,11,11,12.4,98,21,3,0,3,10,1,0,19,1,0,4,4.5,4.5,5.07,4.76,4.78,1.41,7.77,4.09,1.9,1.23,19.4,10.2,9.2,0.286,75,3.25,4.3,-0.28,96.44,92.55,102.45,0.247,0.333,0.388,0.721,412,18.7,18.7,4.2,0,,0,,0,0,0,11,,0,0,,0,0,5,1,20,,,,,,3,0,4,0,2,1,0,1,66.7,0,1,0,0,4,2,9,3,33.3,5,1,20,1,18.73,0.72,0.32,0.286,63,41.2,5.9,44.1,50,8.8,0.8,8.8,9.5,,,,,,
홍정우,0.2,15,0,15,4,0,0,2,0,0,0,15.2,6,6,8.6,64,14,3,1,3,4,0,0,12,0,0,1,3.45,3.45,4.94,4.99,4.92,1.15,6.89,2.3,3,1.72,18.8,6.3,12.5,0.244,85.7,2.75,3.9,-1.48,73.87,97.16,105.49,0.233,0.281,0.467,0.748,256,17.1,16.3,4,0,,0,,0,0,0,14,,0,0,,0,0,0,0,,,,,,,2,0,4,0,0,1,0,1,0,0,0,0,0,0,2,13,5,38.5,0,0,,1.04,17.07,0.57,0.2,0.244,45,39.6,8.3,52.1,60.4,0,0.7,10.3,0,,,,,,
