Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,strat BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war,2time,3time,plus 1,SV,HD,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war,BABIP,BIP,GB%,ifFB%,ofFB%,FB%,LD%,GB/FB,HR/FB%,if1B%
박준영,-0.16,4,0,4,1,0,0,0,0,0,0,4.1,9,9,5.9,23,2,0,0,0,8,0,0,7,0,0,1,18.69,18.69,12.25,12.19,5.53,2.31,14.54,16.62,0.88,0,30.4,34.8,-4.3,0.25,10,5.59,5.92,13.16,449.4,261.69,133.04,0.143,0.435,0.143,0.578,101,25.3,23.3,4.39,0,,0,,0,0,0,4,,0,0,,0,0,6,6,100,,,,,,0,0,1,0,0,0,0,0,,0,0,0,0,0,1,0,0,,6,6,100,1.08,25.25,0.16,-0.16,0.25,8,25,0,62.5,62.5,12.5,0.4,0,0
장지수,-0.17,1,0,1,0,0,0,0,0,0,0,2,4,5,5,11,4,0,0,0,2,0,0,0,0,0,1,18,22.5,22.5,20.63,6.95,3,0,9,0,0,0,18.2,-18.2,0.444,16.7,6.99,7.58,11.05,432.75,443.07,167.07,0.444,0.545,0.444,0.989,44,44,22,4,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,2,44,0.06,-0.17,0.444,9,77.8,0,22.2,22.2,0,3.5,0,25
김재영,-0.19,6,0,6,3,0,0,0,0,0,0,8,9,9,8.3,40,13,2,1,2,2,2,0,5,0,0,0,10.13,10.13,9.34,9.41,6.81,1.88,5.63,2.25,2.5,2.25,12.5,5,7.5,0.379,57.1,3.94,4.5,3.31,243.42,202.08,163.77,0.361,0.425,0.639,1.064,145,24.2,18.1,3.63,0,,0,,0,0,0,3,,0,0,,0,0,1,1,100,,,,,,1,0,2,0,0,0,0,0,,0,0,0,0,0,2,0,0,,1,1,100,1.33,24.17,0.34,-0.19,0.379,29,41.9,3.2,54.8,58.1,0,0.7,11.1,0
이충호,-0.21,11,0,11,2,0,0,0,0,0,0,8.2,9,9,8.65,41,12,0,0,2,5,1,0,7,0,0,0,9.35,9.35,8.98,9.5,6.72,1.96,7.27,5.19,1.4,2.08,17.1,12.2,4.9,0.4,60,4.04,4.81,2.62,224.7,204.07,161.62,0.353,0.45,0.529,0.979,145,13.2,16.7,3.54,0,,0,,0,0,0,8,,0,0,,0,0,4,3,75,,,,,,3,0,1,0,0,0,0,0,,0,0,0,0,0,1,5,3,60,4,3,75,0.79,13.18,0.32,-0.21,0.4,25,46.4,0,46.4,46.4,7.1,1,15.4,0
박윤철,-0.25,3,0,3,1,0,0,0,0,0,0,3.1,8,8,8,20,5,2,0,2,5,0,0,1,0,0,1,21.6,21.6,21.6,19.87,14.89,3,2.7,13.5,0.2,5.4,5,25,-20,0.25,28.6,7.87,7.8,6.71,519.3,426.76,357.96,0.333,0.5,0.867,1.367,81,27,24.3,4.05,0,,0,,0,0,0,0,,0,0,,0,0,1,0,0,,,,,,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,0,0,1.11,27,0.03,-0.25,0.25,12,35.7,7.1,57.1,64.3,0,0.6,22.2,0
남지민,-0.26,16,7,9,5,0,0,1,7,0,0,37.2,27,31,30.15,186,54,12,0,0,13,6,1,23,5,0,3,6.45,7.41,7.2,7.03,3.8,1.78,5.5,3.11,1.77,0,12.4,7,5.4,0.378,57.5,3.9,4.75,2.65,155.1,150.89,91.46,0.333,0.395,0.407,0.802,678,42.4,18,3.65,1,14.3,0,0,4,0,0,8,2.7,2,5,28.6,0,0,10,2,20,3.86,69.43,41.86,-0.46,0.02,0,0,2,0,0,0,0,0,,0,0,0,0,2,7,1,1,100,10,2,20,1.19,21.33,0.75,-0.29,0.378,143,41.7,2.8,52.1,54.9,3.5,0.8,0,5.6
김서현,-0.26,20,1,19,1,0,0,0,0,1,0,22.1,18,20,17.95,114,22,4,2,1,23,7,1,26,1,1,3,7.25,8.06,7.23,7.22,5.64,2.01,10.48,9.27,1.13,0.4,22.8,20.2,2.6,0.375,62.7,5.14,5.08,1.62,174.39,155.15,135.5,0.265,0.46,0.398,0.858,476,23.8,21.3,4.18,0,0,0,0,1,0,0,5,22.5,0,1,0,0,0,14,5,35.7,2,44,35,-0.15,-0.12,2,0,5,1,0,0,0,0,100,0,0,0,0,4,4,5,1,20,14,5,35.7,1.07,22.74,0.76,-0.14,0.375,56,65.5,3.4,31,34.5,0,1.9,5,13.6
김민우,-0.28,12,12,0,0,0,0,1,6,0,0,51.2,40,43,42.5,243,65,16,2,6,28,2,0,43,2,0,5,6.97,7.49,7.4,7.34,4.95,1.8,7.49,4.88,1.54,1.05,17.7,11.5,6.2,0.367,59.8,3.65,4.66,2.02,167.52,157.62,119.02,0.313,0.396,0.495,0.891,959,79.9,18.6,3.95,2,16.7,0,0,4,0,0,30,5.2,2,8,20,0,0,4,1,25,4.31,79.92,41,-1.2,-0.28,0,0,0,0,0,0,0,0,,0,0,0,0,1,7,0,0,,4,1,25,,,,,0.367,161,42.4,4.7,50.6,55.3,2.4,0.8,6.4,12.3
한승혁,-0.3,21,7,14,4,0,0,0,3,0,1,36.1,26,27,28.9,176,48,9,0,3,21,3,0,28,2,0,4,6.44,6.69,7.16,7.12,4.95,1.9,6.94,5.2,1.33,0.74,15.9,11.9,4,0.372,66.2,4.05,4.92,1.49,154.84,152.9,119.08,0.324,0.409,0.446,0.855,684,32.6,18.8,3.89,0,0,0,0,4,0,0,15,6.2,3,4,42.9,0,1,15,4,26.7,3.1,59.86,41,-0.45,-0.07,0,0,5,0,1,0,0,0,100,0,0,0,0,2,9,9,7,77.8,15,4,26.7,1.05,18.93,0.82,-0.23,0.372,121,42.7,7.3,46.8,54,3.2,0.8,4.5,4.2
강재민,-0.63,43,0,43,2,0,0,1,3,0,12,43.1,31,31,31.25,189,35,10,1,5,19,8,0,42,1,0,0,6.44,6.44,6.49,6.57,4.73,1.25,8.72,3.95,2.21,1.04,22.2,10.1,12.2,0.263,56.4,3.44,3.94,1.71,154.79,141.12,113.74,0.224,0.33,0.397,0.727,785,18.3,18.1,4.15,0,,0,,0,0,0,12,,0,0,,0,0,10,7,70,,,,,,10,0,7,0,12,3,1,4,75,0,2,1,1,13,12,19,7,36.8,10,7,70,1.01,18.26,1.45,-0.63,0.263,114,32.5,10,54.2,64.2,3.3,0.5,6.5,5.7
