name,GR,IP,ERA,W,L,2time,3time,plus 1,SV,HD,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war
주현상,55,59.2,1.96,2,2,18,2,14,0,12,1,0,1,92.3,0,0,0,0,19,6,26,8,30.8,12,4,33.3,1.08,16.31,1.14,2.44
윤대경,47,47.2,2.45,5,1,9,2,7,0,2,1,0,1,66.7,0,1,0,0,9,7,10,2,20,12,6,50,1.01,16.91,0.71,1.39
이태양,38,50,2.7,1,0,2,0,13,0,2,0,0,0,100,0,0,0,0,16,9,15,10,66.7,9,2,22.2,1.32,20.79,0.84,0.95
한승주,41,50,3.24,1,1,5,0,15,0,2,0,2,2,50,0,0,0,1,8,9,24,11,45.8,15,4,26.7,1.22,22.29,0.64,0.91
장시환,38,34.2,3.38,2,2,10,0,5,1,7,4,0,4,66.7,0,0,3,0,9,6,18,11,61.1,9,6,66.7,0.91,15.74,1.19,0.65
김규연,23,19.2,2.75,0,1,4,0,0,1,0,0,0,0,100,0,0,0,0,1,2,7,2,28.6,4,2,50,0.86,14.96,0.62,0.53
정우람,52,40.1,5.36,0,1,7,0,3,0,8,1,0,1,88.9,0,3,0,0,10,6,21,4,19,20,8,40,0.78,14.73,0.98,0.34
김범수,76,62.1,4.19,5,5,23,3,5,1,18,7,1,8,70.4,0,6,4,0,26,17,52,18,34.6,25,11,44,0.82,14.43,1.62,0.28
이민우,17,13.2,2.63,2,1,7,2,1,0,2,0,0,0,100,0,1,0,0,4,3,8,3,37.5,6,2,33.3,0.8,14.06,1.13,0.24
김기중,31,29.1,5.22,0,1,4,0,6,0,1,0,1,1,50,0,1,0,0,5,4,15,2,13.3,24,10,41.7,0.95,18.26,0.69,0.22
장민재,12,12,3,1,1,2,0,1,0,1,0,0,0,100,0,0,0,0,7,8,8,6,75,8,4,50,1,15.83,0.72,0.15
류원석,1,2,4.5,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,2,34,0.01,0.03
송윤준,4,4.1,8.31,0,0,2,0,1,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,1,0,0,1.08,17.25,0.41,-0.05
류희운,3,4,11.25,0,0,1,0,2,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,0,0,,1.33,22.67,0.01,-0.08
박상원,55,61.2,3.65,5,3,14,0,15,16,0,6,0,6,72.7,2,0,3,0,22,11,26,10,38.5,10,4,40,1.12,20.05,1.75,-0.1
윤산흠,5,3,6,0,0,2,0,0,0,0,1,1,2,0,0,0,1,0,0,3,4,2,50,6,1,16.7,0.6,16.6,2.52,-0.12
김서현,19,20.1,6.64,0,0,2,0,5,1,0,0,0,0,100,0,0,0,0,4,4,5,1,20,14,5,35.7,1.07,22.74,0.76,-0.14
박준영,4,4.1,18.69,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,1,0,0,,6,6,100,1.08,25.25,0.16,-0.16
장지수,1,2,18,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,2,44,0.06,-0.17
김재영,6,8,10.13,0,0,1,0,2,0,0,0,0,0,,0,0,0,0,0,2,0,0,,1,1,100,1.33,24.17,0.34,-0.19
이충호,11,8.2,9.35,0,0,3,0,1,0,0,0,0,0,,0,0,0,0,0,1,5,3,60,4,3,75,0.79,13.18,0.32,-0.21
한승혁,14,14.2,5.52,0,1,0,0,5,0,1,0,0,0,100,0,0,0,0,2,9,9,7,77.8,15,4,26.7,1.05,18.93,0.82,-0.23
박윤철,3,3.1,21.6,0,0,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,0,0,1.11,27,0.03,-0.25
남지민,9,10.2,8.44,1,2,0,0,2,0,0,0,0,0,,0,0,0,0,2,7,1,1,100,10,2,20,1.19,21.33,0.75,-0.29
강재민,43,43.1,6.44,1,3,10,0,7,0,12,3,1,4,75,0,2,1,1,13,12,19,7,36.8,10,7,70,1.01,18.26,1.45,-0.63
페냐,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,12,13,0,0,,15,6,40,,,,
산체스,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,10,10,0,0,,8,3,37.5,,,,
문동주,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,11,9,0,0,,13,4,30.8,,,,
스미스,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,2,2,100,,,,
김민우,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,7,0,0,,4,1,25,,,,
