Name	BABIP	BIP	GB%	ifFB%	ofFB%	FB%	LD%	GB/FB	HR/FB%	if1B%
양현종	0.297	526	47	4.6	45.4	49.9	3.1	0.9	5.1	8.2
이의리	0.272	405	40.7	6.6	50.4	56.9	2.3	0.7	7.4	8.6
임기영	0.294	405	39.6	4.4	52.3	56.7	3.7	0.7	7.3	6.6
놀린	0.3	360	47.6	5.4	43.3	48.7	3.8	1	3.9	9.6
한승혁	0.378	254	51.7	6.5	38.7	45.2	3.1	1.1	3.4	7
파노니	0.308	237	45.8	6.4	45	51.4	2.8	0.9	3.9	5.1
윤중현	0.321	184	54.6	3.1	39.2	42.3	3.1	1.3	4.9	7.9
정해영	0.3	170	40.7	6.2	51.4	57.6	1.7	0.7	2.9	3.7
장현식	0.311	161	47	4.8	45.2	50	3	0.9	4.8	11.1
로니	0.296	135	57.9	2.1	37.2	39.3	2.8	1.5	12.3	12.8
김재열	0.313	128	38.8	5.2	54.5	59.7	1.5	0.7	6.3	11.1
이준영	0.299	127	53.7	4.5	38.8	43.3	3	1.2	5.2	0
전상현	0.336	119	46.8	8.7	42.9	51.6	1.6	0.9	3.1	7.1
고영창	0.282	78	54.9	3.7	39	42.7	2.4	1.3	5.7	0
박준표	0.295	78	45.8	6	45.8	51.8	2.4	0.9	9.3	7.4
김정빈	0.296	71	59.7	5.2	32.5	37.7	2.6	1.6	6.9	4.3
홍상삼	0.267	60	47.7	10.8	40	50.8	1.5	0.9	9.1	5.3
유승철	0.281	57	41.3	4.8	52.4	57.1	1.6	0.7	13.9	4.8
김현준	0.346	55	35.7	5.4	53.6	58.9	5.4	0.6	0	5.3
김유신	0.146	41	26.7	8.9	64.4	73.3	0	0.4	9.1	11.1
남하준	0.378	37	33.3	2.4	57.1	59.5	7.1	0.6	16	0
김도현	0.4	30	50	3.1	43.8	46.9	3.1	1.1	13.3	7.1
최지민	0.5	22	47.8	4.3	43.5	47.8	4.3	1	9.1	8.3
김기훈	0.2	20	25	15	55	70	5	0.4	0	0
이민우	0.556	18	44.4	0	50	50	5.6	0.9	0	0
장지수	0.286	7	14.3	14.3	71.4	85.7	0	0.2	0	0
김현수	0.429	7	71.4	0	28.6	28.6	0	2.5	0	0
장재혁	0.429	7	62.5	0	37.5	37.5	0	1.7	0	0
송후섭	0.8	5	20	0	80	80	0	0.3	0	0
이승재	0	2	0	0	100	100	0	0	0	
