name,G,GS,IP,ERA,W,L,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,start BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war
루친스키,30,30,183,3.05,19,5,20,66.7,9,30,3,0,0,139,6.8,23,7,76.7,0,0,14,7,50,6.1,100.03,55.9,4.52,7.77
구창모,15,14,92,1.76,9,0,12,85.7,9,64.3,1,0,0,58,5.7,9,4,69.2,0,0,0,0,,6.57,97.07,67.07,3.61,5.25
라이트,29,29,157.2,4.68,11,9,13,44.8,2,6.9,6,0,0,108,6.2,13,13,50,0,0,20,10,50,5.44,96.17,48.59,1.12,3.92
송명기,36,12,61,3.54,8,3,2,16.7,0,0,9,0,0,74,10.9,9,3,75,0,0,11,2,18.2,5.08,90.08,51.08,1.16,2.25
김영규,20,13,59.1,4.7,2,2,4,30.8,0,0,6,0,0,39,5.9,7,6,53.8,0,0,9,2,22.2,4.56,78.77,47.69,-0.01,1.05
이재학,19,19,90.2,6.55,5,6,5,26.3,1,5.3,4,0,0,61,6.1,10,8,55.6,0,0,15,6,40,4.77,83.05,42.21,-0.6,1.01
최성영,14,13,57.1,6.28,2,4,2,15.4,0,0,5,0,0,41,6.4,6,7,46.2,0,0,11,0,0,4.41,79.15,41.46,-0.74,0.28
신민혁,17,7,30,7.2,2,3,1,14.3,1,14.3,3,0,0,32,9.6,3,4,42.9,0,0,10,3,30,4.29,75,39.29,-0.29,0.25
박진우,43,1,2.1,7.71,0,0,0,0,0,0,1,0,0,41,100,1,0,100,0,0,26,7,26.9,2.33,60,41,-0.04,0.01
박정수,15,3,10.1,8.71,1,1,0,0,0,0,2,0,0,14,12.2,1,2,33.3,0,0,9,3,33.3,3.44,64.33,42.33,-0.22,-0.03
김진호,3,3,10.1,8.71,0,1,0,0,0,0,2,0,0,6,5.2,2,1,66.7,0,0,3,0,0,3.44,64.67,37.33,-0.23,-0.04
원종현,58,0,0,,0,0,0,,0,,0,0,0,12,,0,0,,0,0,8,3,37.5,,,,,
문경찬,31,0,0,,0,0,0,,0,,0,0,0,16,,0,0,,0,0,12,8,66.7,,,,,
소이현,13,0,0,,0,0,0,,0,,0,0,0,10,,0,0,,0,0,8,3,37.5,,,,,
안인산,1,0,0,,0,0,0,,0,,0,0,0,1,,0,0,,0,0,0,0,,,,,,
강동연,22,0,0,,0,0,0,,0,,0,0,0,21,,0,0,,0,0,8,3,37.5,,,,,
임정호,69,0,0,,0,0,0,,0,,0,0,0,25,,0,0,,0,0,40,18,45,,,,,
이승헌,3,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,1,0,0,,,,,
임형원,1,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,1,1,100,,,,,
임창민,44,0,0,,0,0,0,,0,,0,0,0,49,,0,0,,0,0,24,6,25,,,,,
장현식,9,0,0,,0,0,0,,0,,0,0,0,12,,0,0,,0,0,2,1,50,,,,,
이호중,4,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,2,0,0,,,,,
배민서,13,0,0,,0,0,0,,0,,0,0,0,7,,0,0,,0,0,0,0,,,,,,
강윤구,30,0,0,,0,0,0,,0,,0,0,0,15,,0,0,,0,0,18,5,27.8,,,,,
손정욱,16,0,0,,0,0,0,,0,,0,0,0,4,,0,0,,0,0,8,3,37.5,,,,,
배재환,53,0,0,,0,0,0,,0,,0,0,0,35,,0,0,,0,0,25,4,16,,,,,
류진욱,3,0,0,,0,0,0,,0,,0,0,0,1,,0,0,,0,0,0,0,,,,,,
김태현,2,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,3,1,33.3,,,,,
홍성민,30,0,0,,0,0,0,,0,,0,0,0,16,,0,0,,0,0,9,0,0,,,,,
김진성,48,0,0,,0,0,0,,0,,0,0,0,25,,0,0,,0,0,7,1,14.3,,,,,
홍성무,11,0,0,,0,0,0,,0,,0,0,0,5,,0,0,,0,0,5,3,60,,,,,
김태경,1,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,
김건태,33,0,0,,0,0,0,,0,,0,0,0,21,,0,0,,0,0,14,6,42.9,,,,,
