Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,strat BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war,2time,3time,plus 1,SV,HD_1,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war,BABIP_2,BIP,GB%,ifFB%,ofFB%,FB%,LD%,GB/FB,HR/FB%,if1B%,PFR,PF1,PF2,PF3,PFH,PFslg
루친스키,7.77,30,30,0,0,0,0,19,5,0,0,183,62,67,63.2,770,173,12,3,14,57,11,0,167,11,0,11,3.05,3.3,3.11,3.03,3.78,1.26,8.21,2.8,2.93,0.69,21.7,7.4,14.3,0.311,78.7,2.96,3.69,-0.73,61.26,55.46,75.86,0.25,0.317,0.337,0.654,3001,100,16.4,3.9,20,66.7,9,30,3,0,0,139,6.8,23,7,76.7,0,0,14,7,50,6.1,100.03,55.9,4.52,7.77,0,0,0,0,0,0,0,0,,0,0,0,0,19,7,0,0,,14,7,50,,,,,0.311,511,50.3,6,42.1,48,1.7,1,5.4,7.5,,,,,,
구창모,5.39,15,14,1,0,0,0,9,0,0,1,93.1,18,20,20,348,58,12,0,7,18,0,0,102,6,0,2,1.74,1.93,1.93,1.85,2.75,0.81,9.84,1.74,5.67,0.68,29.3,5.2,24.1,0.233,84.8,1.93,2.5,-1.02,34.87,33.86,55.31,0.177,0.22,0.278,0.498,1378,91.9,14.8,3.96,12,85.7,9,64.3,1,0,0,58,5.7,9,4,69.2,0,0,0,0,,6.57,97.07,67.07,3.61,5.25,0,0,1,0,1,0,0,0,100,0,1,0,0,12,2,2,0,0,0,0,,1.33,19,2.39,0.14,0.233,219,49.6,7.9,38.2,46.1,4.4,1.1,6.7,6.9,,,,,,
라이트,3.92,29,29,0,0,0,0,11,9,0,0,157.2,82,87,82.05,696,164,27,2,12,63,10,0,125,7,2,5,4.68,4.97,4.68,4.6,4.35,1.44,7.14,3.6,1.98,0.69,18,9.1,8.9,0.316,68.2,3.56,4.33,0.33,94.04,84.35,87.47,0.266,0.343,0.374,0.717,2789,96.2,17.7,4.01,13,44.8,2,6.9,6,0,0,108,6.2,13,13,50,0,0,20,10,50,5.44,96.17,48.59,1.12,3.92,0,0,0,0,0,0,0,0,,0,0,0,0,12,14,0,0,,20,10,50,,,,,0.316,481,40.6,6.6,51.2,57.8,1.6,0.7,4.2,6.7,,,,,,
송명기,2.68,36,12,24,5,0,0,9,3,0,0,87.2,36,37,40.3,372,78,13,0,12,39,2,1,72,4,0,7,3.7,3.8,4.14,3.94,4.99,1.33,7.39,4,1.85,1.23,19.4,10.5,8.9,0.275,80.4,3.47,4.34,-1.29,74.25,72.3,100.15,0.242,0.326,0.394,0.72,1514,42.1,17.3,4.07,2,16.7,0,0,9,0,0,74,10.9,9,3,75,0,0,11,2,18.2,5.08,90.08,51.08,1.16,2.25,3,0,3,0,0,2,0,2,0,0,0,1,0,8,8,12,8,66.7,11,2,18.2,1.11,18.04,0.89,0.43,0.275,240,37.1,5.4,53.3,58.7,4.2,0.6,7.9,7.7,,,,,,
임정호,1.47,69,0,69,1,0,0,2,2,0,22,41,21,23,16.75,175,32,3,0,3,20,7,0,38,0,0,0,4.61,5.05,3.68,3.61,4.59,1.27,8.34,4.39,1.9,0.66,21.7,11.4,10.3,0.276,65.5,3.79,4.17,0.02,92.61,66.24,92.22,0.221,0.341,0.303,0.644,732,10.6,17.9,4.18,0,,0,,0,0,0,25,,0,0,,0,0,40,18,45,,,,,,22,3,4,0,22,0,0,0,100,0,7,0,0,19,12,55,9,16.4,40,18,45,0.59,10.61,1.58,1.47,0.276,105,54.5,5.5,38.2,43.6,1.8,1.3,6.3,12.5,,,,,,
김진성,1.38,48,0,48,10,0,0,3,0,0,6,47.1,14,16,18.05,190,41,8,2,4,10,0,1,56,2,0,2,2.66,3.04,3.43,3.42,2.7,1.08,10.65,1.9,5.6,0.76,29.5,5.3,24.2,0.311,77.8,1.81,2.49,-0.04,53.48,62.62,54.2,0.232,0.27,0.367,0.637,727,15.1,15.4,3.83,0,,0,,0,0,0,25,,0,0,,0,0,7,1,14.3,,,,,,15,4,9,0,6,1,0,1,85.7,0,2,0,0,10,2,23,5,21.7,7,1,14.3,0.99,15.15,0.63,1.38,0.311,119,26.6,11.3,60.5,71.8,1.6,0.4,4.5,4.9,,,,,,
홍성민,1.3,30,0,30,4,0,0,1,0,0,8,26,3,4,6.4,104,20,4,0,2,6,2,1,14,3,0,2,1.04,1.38,2.22,2.17,4.4,1,4.85,2.08,2.33,0.69,13.5,5.8,7.7,0.228,96,3.55,4.48,-3.36,20.86,39.83,88.38,0.211,0.272,0.316,0.588,401,13.4,15.4,3.86,0,,0,,0,0,0,16,,0,0,,0,0,9,0,0,,,,,,6,0,3,0,8,0,0,0,100,0,4,0,0,8,0,22,5,22.7,9,0,0,0.87,13.37,1.23,1.3,0.228,79,61,3.7,29.3,32.9,6.1,1.9,7.4,5,,,,,,
이재학,1.01,19,19,0,0,0,0,5,6,0,0,90.2,66,66,62.9,410,105,21,1,14,43,5,0,61,3,1,4,6.55,6.55,6.24,6.04,5.79,1.63,6.06,4.27,1.42,1.39,14.9,10.5,4.4,0.318,65.4,4.07,4.87,0.76,131.62,110.66,116.36,0.295,0.374,0.478,0.852,1578,83.1,17.4,3.85,5,26.3,1,5.3,4,0,0,61,6.1,10,8,55.6,0,0,15,6,40,4.77,83.05,42.21,-0.6,1.01,0,0,0,0,0,0,0,0,,0,0,0,0,7,11,0,0,,15,6,40,,,,,0.318,286,40.5,5.6,50.8,56.5,3,0.7,8.2,4.8,,,,,,
김건태,0.92,33,0,33,9,0,0,1,1,0,4,35,19,19,16.45,155,29,6,0,4,25,2,0,37,0,0,3,4.89,4.89,4.23,3.91,5.1,1.54,9.51,6.43,1.48,1.03,23.9,16.1,7.7,0.294,74,3.85,4.47,-0.22,98.15,71.63,102.53,0.232,0.366,0.376,0.742,674,20.4,19.3,4.35,0,,0,,0,0,0,21,,0,0,,0,0,14,6,42.9,,,,,,2,0,9,0,4,1,0,1,80,0,1,1,0,4,4,16,1,6.3,14,6,42.9,1.06,20.42,0.78,0.92,0.294,85,29.7,7.7,59.3,67,3.3,0.4,6.6,0,,,,,,
원종현,0.87,58,0,58,45,0,0,3,5,30,0,57,27,30,34.05,245,56,5,1,4,20,2,1,41,3,0,4,4.26,4.74,5.38,5.17,4.17,1.33,6.47,3.16,2.05,0.63,16.7,8.2,8.6,0.301,66.7,3.42,4.37,0.09,85.65,94.82,83.86,0.259,0.325,0.347,0.672,867,14.9,15.2,3.54,0,,0,,0,0,0,12,,0,0,,0,0,8,3,37.5,,,,,,12,2,10,30,0,6,0,6,83.3,5,0,3,0,25,10,35,10,28.6,8,3,37.5,0.98,14.95,1.94,0.87,0.301,173,57.1,3.8,35.7,39.6,3.3,1.4,5.6,5.4,,,,,,
