Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP
루친스키,7.77,30,30,0,0,0,0,19,5,0,0,183,62,67,63.2,770,173,12,3,14,57,11,0,167,11,0,11,3.05,3.3,3.11,3.03,3.78,1.26
구창모,5.39,15,14,1,0,0,0,9,0,0,1,93.1,18,20,20,348,58,12,0,7,18,0,0,102,6,0,2,1.74,1.93,1.93,1.85,2.75,0.81
라이트,3.92,29,29,0,0,0,0,11,9,0,0,157.2,82,87,82.05,696,164,27,2,12,63,10,0,125,7,2,5,4.68,4.97,4.68,4.6,4.35,1.44
송명기,2.68,36,12,24,5,0,0,9,3,0,0,87.2,36,37,40.3,372,78,13,0,12,39,2,1,72,4,0,7,3.7,3.8,4.14,3.94,4.99,1.33
임정호,1.47,69,0,69,1,0,0,2,2,0,22,41,21,23,16.75,175,32,3,0,3,20,7,0,38,0,0,0,4.61,5.05,3.68,3.61,4.59,1.27
김진성,1.38,48,0,48,10,0,0,3,0,0,6,47.1,14,16,18.05,190,41,8,2,4,10,0,1,56,2,0,2,2.66,3.04,3.43,3.42,2.7,1.08
홍성민,1.3,30,0,30,4,0,0,1,0,0,8,26,3,4,6.4,104,20,4,0,2,6,2,1,14,3,0,2,1.04,1.38,2.22,2.17,4.4,1
이재학,1.01,19,19,0,0,0,0,5,6,0,0,90.2,66,66,62.9,410,105,21,1,14,43,5,0,61,3,1,4,6.55,6.55,6.24,6.04,5.79,1.63
김건태,0.92,33,0,33,9,0,0,1,1,0,4,35,19,19,16.45,155,29,6,0,4,25,2,0,37,0,0,3,4.89,4.89,4.23,3.91,5.1,1.54
원종현,0.87,58,0,58,45,0,0,3,5,30,0,57,27,30,34.05,245,56,5,1,4,20,2,1,41,3,0,4,4.26,4.74,5.38,5.17,4.17,1.33
신민혁,0.64,17,7,10,3,0,0,2,3,0,0,42,27,27,26.65,196,57,7,0,10,13,3,0,26,0,0,0,5.79,5.79,5.71,5.33,6.46,1.67
최성영,0.41,14,13,1,0,0,0,2,4,0,0,60.2,41,45,45,278,67,14,0,13,35,3,0,27,3,0,2,6.08,6.68,6.68,6.47,7.37,1.68
김영규,0.4,20,13,7,3,0,0,2,2,0,1,67.2,41,47,48.7,296,83,9,2,12,14,2,0,55,3,2,5,5.45,6.25,6.48,6.52,4.81,1.43
박정수,0.38,15,3,12,1,0,0,1,1,0,1,25.2,14,14,14.85,116,20,3,0,3,20,5,0,24,0,0,1,4.91,4.91,5.21,5.22,6.07,1.56
배재환,0.34,53,0,53,7,0,0,1,3,0,12,43,19,22,28.55,209,38,7,2,4,35,9,3,33,3,2,5,3.98,4.6,5.98,5.75,6.28,1.7
문경찬,0.32,31,0,31,3,0,0,0,3,0,11,28,15,20,16.7,116,22,5,0,5,9,0,0,18,2,0,0,4.82,6.43,5.37,5.46,5.51,1.11
소이현,0.14,13,0,13,4,0,0,0,0,0,0,12.1,9,9,7.8,59,8,2,0,1,14,1,0,8,0,0,1,6.57,6.57,5.69,5.55,7.11,1.78
손정욱,0.12,16,0,16,3,0,0,0,0,0,0,12,7,8,8.15,58,16,2,0,1,5,1,0,5,0,0,0,5.25,6,6.11,5.72,5.5,1.75
박진우,0.12,43,1,42,8,0,0,2,2,0,7,43,25,29,31.25,194,47,7,0,2,13,6,1,22,4,0,0,5.23,6.07,6.54,6.27,4.57,1.4
김태경,0.06,1,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,4.6,1
강윤구,0.06,30,0,30,3,0,0,1,1,0,3,21,16,16,14.8,103,31,7,0,3,11,0,0,15,0,0,2,6.86,6.86,6.34,6.41,5.53,2
안인산,0.06,1,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
이호중,0.05,4,0,4,0,0,0,0,0,0,0,4.1,3,3,3,23,7,0,0,1,2,1,0,3,0,0,0,6.23,6.23,6.23,5.76,7.16,2.08
류진욱,0.04,3,0,3,0,0,0,0,0,0,0,3,2,2,2,14,4,1,0,1,1,0,0,3,0,0,0,6,6,6,5.48,6.5,1.67
강동연,0.03,22,0,22,8,0,0,1,2,0,1,24,16,17,18.7,106,27,6,0,3,11,1,1,17,1,0,0,6,6.38,7.01,6.7,5.26,1.58
배민서,0.01,13,0,13,11,0,0,0,0,0,0,13.1,11,12,12,64,17,3,0,4,7,0,0,9,1,0,0,7.43,8.1,8.1,7.52,7.51,1.8
임형원,-0.01,1,0,1,0,0,0,0,0,0,0,0,1,1,0.3,1,1,0,0,0,0,0,0,0,0,0,0,99.99,99.99,13.33,12.72,4,99.99
이승헌,-0.01,3,0,3,2,0,0,0,0,0,0,2,2,2,2,11,3,0,0,1,1,1,0,2,0,0,0,9,9,9,8.81,10.55,2
김태현,-0.02,2,0,2,1,0,0,0,0,0,0,1.1,1,2,1.65,10,2,1,0,0,4,0,0,1,0,0,1,6.75,13.5,11.14,10.16,11.42,4.5
김진호,-0.04,3,3,0,0,0,0,0,1,0,0,10.1,10,10,10,54,14,0,0,5,8,1,0,7,1,0,1,8.71,8.71,8.71,8.05,10.76,2.13
임창민,-0.06,44,0,44,4,0,0,7,2,0,11,37.2,22,26,28.4,179,39,10,1,4,23,2,1,44,3,0,3,5.26,6.21,6.79,6.54,4.31,1.65
장현식,-0.23,9,0,9,3,0,0,1,0,0,0,9.2,10,11,12.2,48,12,1,1,1,6,1,0,4,1,0,3,9.31,10.24,11.36,10.85,6.44,1.86
홍성무,-0.44,11,0,11,6,0,0,0,0,1,0,15,21,22,21.15,82,21,3,0,3,13,1,0,12,1,0,1,12.6,13.2,12.69,12.16,7.27,2.27
