name,G,GS,IP,ERA,W,L,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,start BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war
알칸타라,31,31,198.2,2.54,20,2,27,87.1,13,41.9,0,0,0,138,6.3,24,6,80,0,0,5,1,20,6.41,101.42,60.32,5.35,8.89
플렉센,21,21,116.2,3.01,8,4,12,57.1,5,23.8,7,0,0,66,5.1,13,8,61.9,0,0,2,0,0,5.56,93,57.9,1.91,3.98
최원준,42,18,93,3.29,9,2,4,22.2,1,5.6,10,0,0,92,8.9,11,6,64.7,0,0,16,5,31.3,5.17,91.78,51.78,1.92,3.57
유희관,27,27,136.1,5.02,10,11,9,33.3,4,14.8,6,0,0,115,7.6,12,14,46.2,0,0,14,7,50,5.05,87.89,42,-0.93,1.49
이영하,42,19,106,5.52,3,8,7,36.8,1,5.3,1,0,0,79,6.7,9,10,47.4,0,0,13,4,30.8,5.58,97.11,41.37,-1.02,0.86
함덕주,36,6,25.1,4.26,2,0,1,16.7,0,0,4,0,0,47,16.7,4,1,80,0,0,13,3,23.1,4.22,71.17,48.83,0.14,0.59
김민규,29,4,18,4.5,1,2,0,0,0,0,3,0,0,12,6,1,3,25,0,0,8,7,87.5,4.5,90,48.75,0.14,0.46
박종기,8,5,23,5.48,1,2,1,20,0,0,3,0,0,16,6.3,1,4,20,0,0,6,4,66.7,4.6,80,44.8,0.04,0.45
이승진,33,5,21.1,7.17,0,2,1,20,0,0,1,0,0,32,13.5,2,3,40,0,0,15,7,46.7,4.27,90.4,42.6,-0.34,0.04
조제영,4,1,3,18,0,1,0,0,0,0,0,0,0,4,12,0,1,0,0,0,3,3,100,3,77,28,-0.18,-0.13
이용찬,5,5,26.2,8.44,1,3,1,20,0,0,0,0,0,19,6.4,2,3,40,0,0,3,2,66.7,5.33,93.4,33.8,-0.64,-0.17
장원준,2,2,5.2,12.71,0,1,0,0,0,0,0,0,0,1,1.6,0,2,0,0,0,0,0,,2.83,63,31.5,-0.31,-0.21
김명신,16,0,0,,0,0,0,,0,,0,0,0,8,,0,0,,0,0,5,0,0,,,,,
이주엽,4,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,4,0,0,,,,,
이동원,1,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,2,2,100,,,,,
홍건희,50,0,0,,0,0,0,,0,,0,0,0,22,,0,0,,0,0,18,5,27.8,,,,,
채지선,37,0,0,,0,0,0,,0,,0,0,0,23,,0,0,,0,0,21,8,38.1,,,,,
문대원,4,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,
배창현,1,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,2,0,0,,,,,
최세창,3,0,0,,0,0,0,,0,,0,0,0,2,,0,0,,0,0,2,0,0,,,,,
권혁,15,0,0,,0,0,0,,0,,0,0,0,7,,0,0,,0,0,15,9,60,,,,,
박신지,2,0,0,,0,0,0,,0,,0,0,0,3,,0,0,,0,0,0,0,,,,,,
이교훈,5,0,0,,0,0,0,,0,,0,0,0,2,,0,0,,0,0,3,3,100,,,,,
이현승,62,0,0,,0,0,0,,0,,0,0,0,15,,0,0,,0,0,40,17,42.5,,,,,
윤명준,42,0,0,,0,0,0,,0,,0,0,0,17,,0,0,,0,0,17,5,29.4,,,,,
박치국,63,0,0,,0,0,0,,0,,0,0,0,50,,0,0,,0,0,33,14,42.4,,,,,
권휘,14,0,0,,0,0,0,,0,,0,0,0,2,,0,0,,0,0,4,3,75,,,,,
김강률,30,0,0,,0,0,0,,0,,0,0,0,23,,0,0,,0,0,17,2,11.8,,,,,
이형범,27,0,0,,0,0,0,,0,,0,0,0,21,,0,0,,0,0,11,5,45.5,,,,,
