name,GR,IP,ERA,W,L,2time,3time,plus 1,SV,HD,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war
박치국,63,71.2,2.89,4,4,14,3,19,0,7,1,2,3,70,0,0,0,1,15,9,31,10,32.3,33,14,42.4,1.14,19.52,1.04,1.75
이영하,23,26,1.04,2,3,3,0,7,6,0,2,0,2,75,0,0,1,0,12,18,11,3,27.3,13,4,30.8,1.13,16.96,1.7,1.55
윤명준,42,41,4.83,1,0,9,1,10,2,7,0,0,0,100,0,0,0,0,6,5,20,5,25,17,5,29.4,0.98,15.5,0.71,0.57
김민규,25,35.1,5.09,0,0,5,1,10,1,0,1,1,2,33.3,0,0,0,0,7,3,14,4,28.6,8,7,87.5,1.41,25.52,0.57,0.47
이현승,62,42.1,5.31,2,1,17,1,6,2,10,2,1,3,80,0,0,1,1,10,11,40,13,32.5,40,17,42.5,0.68,12.63,1.07,0.45
함덕주,30,30,3.6,3,1,6,0,9,10,2,3,0,3,80,0,1,2,0,14,9,29,9,31,13,3,23.1,1,18.17,1.77,0.45
김명신,16,15.1,3.52,0,1,4,0,3,0,0,0,1,1,0,0,0,0,0,2,2,4,0,0,5,0,0,0.96,16.81,0.61,0.38
이승진,28,30,4.5,2,2,12,2,10,0,5,1,1,2,71.4,0,2,0,1,10,8,24,8,33.3,15,7,46.7,1.07,19.18,1.23,0.26
홍건희,50,56.2,4.76,3,4,12,2,15,1,8,3,1,4,69.2,0,1,0,0,15,11,29,12,41.4,18,5,27.8,1.13,20.46,1.21,0.25
권휘,14,13.2,5.27,0,1,4,0,3,0,1,0,0,0,100,0,0,0,0,0,2,8,2,25,4,3,75,0.98,15.36,0.52,0.2
채지선,37,33,4.91,1,0,8,1,8,0,2,0,0,0,100,0,0,0,0,6,4,30,13,43.3,21,8,38.1,0.89,17.68,0.79,0.11
조제영,3,3,3,0,0,1,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,3,3,100,1,19.67,0.02,0.08
최원준,24,30,5.4,1,0,3,0,8,0,0,0,1,1,0,0,0,0,1,13,9,13,10,76.9,16,5,31.3,1.25,20.67,0.64,0.06
최세창,3,3,3,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,0,0,1,15.67,0.08,0.04
배창현,1,0.1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,0,0,0.33,13,0,0.01
이주엽,4,3.1,8.1,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,4,0,0,0.83,20,0.11,0.01
이동원,1,0,99.99,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,2,2,100,0,9,0.17,-0.01
박종기,3,3,6,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,3,1,2,2,100,6,4,66.7,1,25.67,0.18,-0.07
권혁,15,7.2,9.39,2,2,3,0,0,0,2,0,0,0,100,0,1,0,0,2,4,9,3,33.3,15,9,60,0.51,10.2,0.84,-0.1
이교훈,5,4.1,10.38,0,0,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,5,2,40,3,3,100,0.87,17.6,0.19,-0.11
박신지,2,3,18,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,1.5,33.5,0.02,-0.18
문대원,4,5.2,9.53,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,0,1,2,2,100,0,0,,1.42,28,0.23,-0.27
김강률,30,28,3.54,2,2,5,1,5,0,0,0,1,1,0,0,0,0,1,2,4,18,9,50,17,2,11.8,0.93,18.4,0.67,-0.58
이형범,27,25.2,7.71,1,2,4,0,7,1,1,2,0,2,50,0,0,1,0,1,6,20,9,45,11,5,45.5,0.95,16.44,1.23,-0.82
알칸타라,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,20,5,0,0,,5,1,20,,,,
유희관,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,10,14,0,0,,14,7,50,,,,
장원준,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,,0,0,,,,,
플렉센,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,10,8,0,0,,2,0,0,,,,
이용찬,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4,0,0,,3,2,66.7,,,,
