Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,strat BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war,2time,3time,plus 1,SV,HD_1,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war,BABIP_2,BIP,GB%,ifFB%,ofFB%,FB%,LD%,GB/FB,HR/FB%,if1B%,PFR,PF1,PF2,PF3,PFH,PFslg
¾çÇöÁ¾,5.01,29,29,0,3,3,0,11,5,0,0,171.1,78,86,83.1,727,174,37,6,21,41,6,0,129,11,0,2,4.1,4.52,4.37,4.37,4.63,1.25,6.78,2.15,3.15,1.1,17.7,5.6,12.1,0.29,70.3,3.28,3.95,-0.53,83.1,80.38,95.35,0.257,0.305,0.422,0.727,2620,90.3,15.3,3.6,15,51.7,6,20.7,4,0,0,130,6.8,23,6,79.3,0,0,12,6,50,5.91,90.34,51.03,1.97,5.01,0,0,0,0,0,0,0,0,,0,0,0,0,13,12,0,0,,12,6,50,,,,,0.29,528,41.7,5.1,49,54.1,4.2,0.8,7,6.3,990,982,1055,708,953,1025
³×ÀÏ,4.9,26,26,0,0,0,0,12,5,0,0,149.1,42,69,67.3,642,154,27,1,11,35,9,0,138,17,1,3,2.53,4.16,4.06,4.04,3.68,1.27,8.32,2.11,3.94,0.66,21.5,5.5,16,0.321,70.5,2.88,3.47,-1.15,51.34,74.39,75.83,0.259,0.31,0.364,0.674,2398,92.2,16.1,3.74,13,50,3,11.5,5,0,0,107,6.4,15,10,60,0,0,10,3,30,5.74,92.23,54.12,2.24,4.9,0,0,0,0,0,0,0,0,,0,0,0,0,15,7,0,0,,10,3,30,,,,,0.321,446,57,3,36.5,39.6,3.5,1.4,6,7.8,990,982,1055,708,953,1025
Á¤ÇØ¿µ,2.44,53,0,53,44,0,0,2,3,31,1,50.2,14,14,16.9,210,47,5,1,8,16,1,2,50,1,0,0,2.49,2.49,3,2.98,4.59,1.24,8.88,2.84,3.13,1.42,23.8,7.6,16.2,0.289,94.3,2.82,3.46,-2.1,50.44,54.88,94.61,0.244,0.305,0.404,0.709,840,15.8,16.6,4,0,,0,,0,0,0,6,,0,0,,0,0,2,0,0,,,,,,12,1,5,31,1,3,0,3,91.4,1,0,1,0,24,6,13,5,38.5,2,0,0,0.96,15.85,1.72,2.44,0.289,135,40.6,7,50.3,57.3,2.1,0.7,9.8,6.4,990,982,1055,708,953,1025
À±¿µÃ¶,2.18,18,18,0,0,0,0,7,4,0,0,81.2,38,44,42.65,362,82,14,1,8,43,1,0,58,7,0,1,4.19,4.85,4.7,4.61,5.26,1.53,6.39,4.74,1.35,0.88,16,11.9,4.1,0.3,71.3,4.19,4.9,-1.07,84.94,84.75,108.41,0.263,0.353,0.391,0.744,1444,80.2,17.7,3.99,3,16.7,0,0,9,0,0,51,5.6,9,8,52.9,0,0,10,3,30,4.54,80.22,47.78,0.73,2.18,0,0,0,0,0,0,0,0,,0,0,0,0,8,7,0,0,,10,3,30,,,,,0.3,247,48.5,6.5,40.8,47.3,4.2,1,6.5,8.5,990,982,1055,708,953,1025
È²µ¿ÇÏ,2.13,25,21,4,4,0,0,5,7,0,0,103.1,51,64,59.55,464,109,18,0,13,44,8,0,81,7,0,5,4.44,5.57,5.19,5.19,5.3,1.48,7.06,3.83,1.84,1.13,17.5,9.5,8,0.305,67.8,3.92,4.44,-0.85,90.09,95.36,109.17,0.268,0.349,0.408,0.757,1814,72.6,17.6,3.91,2,9.5,0,0,13,0,0,66,6.2,8,13,38.1,0,0,15,10,66.7,4.56,80.33,46.29,0.32,2.02,1,0,3,0,0,0,0,0,,0,0,0,0,9,12,4,2,50,15,10,66.7,1.92,31.75,0.25,0.1,0.305,315,40.2,6.9,49.5,56.5,3.3,0.7,7,5.5,990,982,1055,708,953,1025
ÀåÇö½Ä,1.94,75,0,75,6,0,0,5,4,0,16,75.1,33,41,37.4,331,75,16,0,8,34,2,2,75,5,0,4,3.94,4.9,4.47,4.43,4.37,1.45,8.96,4.06,2.21,0.96,22.7,10.3,12.4,0.322,70,3.2,3.91,-0.43,79.96,81.48,90.14,0.26,0.339,0.399,0.738,1289,17.2,17.1,3.89,0,,0,,0,0,0,46,,0,0,,0,0,34,15,44.1,,,,,,23,2,19,0,16,1,2,3,84.2,0,3,0,2,25,16,36,7,19.4,34,15,44.1,1,17.19,1.27,1.94,0.322,208,52.3,4.5,41.4,45.9,1.8,1.1,7.9,8,990,982,1055,708,953,1025
Àü»óÇö,1.64,66,0,66,16,0,0,10,5,7,19,66,30,32,33.75,272,55,7,2,5,20,5,1,54,1,0,2,4.09,4.36,4.6,4.7,4.18,1.14,7.36,2.73,2.7,0.68,19.9,7.4,12.5,0.267,65.8,3.39,3.9,-0.09,82.97,86.46,86.21,0.224,0.295,0.331,0.626,1088,16.5,16.5,4,0,,0,,0,0,0,44,,0,0,,0,0,18,8,44.4,,,,,,15,0,12,7,19,7,0,7,78.8,1,4,1,0,29,14,42,10,23.8,18,8,44.4,1,16.48,1.83,1.64,0.267,187,36.3,7.3,51.8,59.1,4.7,0.6,4.4,9.1,990,982,1055,708,953,1025
¾Ëµå·¹µå,1.37,9,9,0,1,1,1,3,2,0,0,43.2,22,24,20.35,184,38,4,0,4,17,2,0,52,4,0,1,4.53,4.95,4.19,4.18,3.66,1.26,10.72,3.5,3.06,0.82,28.3,9.2,19,0.318,64.7,2.65,3.12,0.87,91.97,76.88,75.46,0.235,0.313,0.333,0.646,748,83.1,17.1,4.07,3,33.3,0,0,3,0,0,40,8.2,6,3,66.7,0,0,8,7,87.5,4.85,83.11,51.56,0.59,1.37,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,0,0,,8,7,87.5,,,,,0.318,107,52.2,4.4,41.6,46,1.8,1.1,7.7,7.9,990,982,1055,708,953,1025
°ûµµ±Ô,1.33,71,0,71,3,0,0,4,2,2,16,55.2,22,24,28.6,248,43,7,0,4,34,4,1,64,5,0,7,3.56,3.88,4.62,4.56,4.24,1.38,10.35,5.5,1.88,0.65,25.8,13.7,12.1,0.279,76,3.46,3.95,-0.68,72.14,83.79,87.4,0.207,0.329,0.298,0.627,1068,15,19.2,4.31,0,,0,,0,0,0,42,,0,0,,0,0,31,6,19.4,,,,,,18,0,8,2,16,4,2,6,75,0,3,4,2,13,15,39,15,38.5,31,6,19.4,0.78,15.04,1.2,1.33,0.279,140,55.5,7.5,35.6,43.2,1.4,1.3,6.3,14,990,982,1055,708,953,1025
Å©·Î¿ì,1.25,8,8,0,0,0,0,5,1,0,0,40.1,16,19,18,172,41,7,0,2,12,1,1,43,1,0,0,3.57,4.24,4.02,4.21,3.05,1.31,9.6,2.68,3.58,0.45,25,7,18,0.342,68.6,2.53,3.24,0.52,72.41,77.48,62.79,0.259,0.314,0.342,0.656,710,88.8,17.6,4.13,1,12.5,0,0,4,0,0,37,8.3,7,1,87.5,0,0,4,2,50,5.04,88.75,51.75,0.53,1.25,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,0,0,,4,2,50,,,,,0.342,114,55.2,3.4,37.1,40.5,4.3,1.4,4.3,7.3,990,982,1055,708,953,1025
±èµµÇö,1.23,35,10,25,6,0,0,4,6,0,3,75,41,45,45.85,345,87,11,1,9,31,9,0,59,2,0,4,4.92,5.4,5.5,5.42,5.31,1.57,7.08,3.72,1.9,1.08,17.1,9,8.1,0.335,71.9,3.99,4.43,-0.39,99.79,99.68,109.53,0.291,0.372,0.425,0.797,1330,38,17.7,3.86,1,10,1,10,6,0,0,30,6.2,6,4,60,0,0,27,9,33.3,4.33,79.1,46.5,0.28,1.05,4,1,11,0,3,0,0,0,100,0,0,0,0,7,12,19,11,57.9,27,9,33.3,1.27,21.56,1.14,0.18,0.335,233,49.6,6.1,42.3,48.4,2,1,7.6,8,990,982,1055,708,953,1025
¶ó¿ì¾î,0.89,7,7,0,0,0,0,2,2,0,0,34.2,19,19,17.8,150,35,7,1,3,12,3,0,37,0,0,0,4.93,4.93,4.62,4.7,3.9,1.36,9.61,3.12,3.08,0.78,24.7,8,16.7,0.337,67.4,2.98,3.4,1.03,100.05,86.43,80.43,0.259,0.333,0.393,0.726,608,86.9,17.5,4.05,2,28.6,0,0,2,0,0,34,8.8,4,3,57.1,0,0,4,2,50,4.95,86.86,49.57,0.28,0.89,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,0,0,,4,2,50,,,,,0.337,95,38.8,6.1,51,57.1,4.1,0.7,5.4,14.3,990,982,1055,708,953,1025
ÀÌÁØ¿µ,0.42,56,0,56,5,0,0,4,0,0,9,35,15,21,22.15,160,37,8,0,5,17,2,3,33,4,0,0,3.86,5.4,5.7,5.64,4.96,1.54,8.49,4.37,1.94,1.29,20.6,10.6,10,0.32,71.4,3.35,4.2,-1.1,78.23,103.71,102.22,0.268,0.357,0.435,0.792,622,11.1,17.8,3.89,0,,0,,0,0,0,30,,0,0,,0,0,27,7,25.9,,,,,,14,0,1,0,9,1,1,2,81.8,0,1,1,1,6,5,37,10,27,27,7,25.9,0.63,11.11,0.98,0.42,0.32,100,53.7,2.8,41.7,44.4,1.9,1.2,10.4,10.8,990,982,1055,708,953,1025
ÃÖÁö¹Î,0.41,56,0,56,4,0,0,3,3,3,12,46,26,28,29.9,225,44,10,1,2,40,4,0,37,4,0,6,5.09,5.48,5.85,5.88,5.67,1.83,7.24,7.83,0.93,0.39,16.4,17.8,-1.3,0.298,70.6,5.26,5.56,-0.58,103.17,108.12,116.89,0.25,0.393,0.352,0.745,915,16.3,19.9,4.07,0,,0,,0,0,0,35,,0,0,,0,0,30,10,33.3,,,,,,16,0,6,3,12,4,0,4,78.9,0,3,3,0,16,12,32,15,46.9,30,10,33.3,0.82,16.34,1.37,0.41,0.298,141,44.4,4.2,49.3,53.5,2.1,0.8,2.6,11.4,990,982,1055,708,953,1025
½ºÅ¸¿ìÆ®,0.33,4,4,0,0,0,0,1,1,0,0,16,9,10,9.5,73,17,3,1,2,5,3,0,20,1,0,1,5.06,5.63,5.34,5.22,4.11,1.38,11.25,2.81,4,1.13,27.4,6.8,20.5,0.349,68.2,2.75,2.93,0.95,102.68,95.92,84.75,0.262,0.342,0.431,0.773,327,81.8,20.4,4.48,0,0,0,0,3,0,0,11,6.2,3,1,75,0,0,4,1,25,4,81.75,48.75,0.04,0.33,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0,,4,1,25,,,,,0.349,43,31.1,6.7,60,66.7,2.2,0.5,6.7,11.8,990,982,1055,708,953,1025
±è½ÂÇö,0.2,14,0,14,4,0,0,1,0,0,0,18,8,12,11.95,85,23,5,1,3,7,0,0,11,2,0,0,4,6,5.98,5.85,5.86,1.67,5.5,3.5,1.57,1.5,12.9,8.2,4.7,0.313,69.2,4,4.84,-1.86,81.13,107.53,120.79,0.295,0.353,0.5,0.853,289,20.6,16.1,3.4,0,,0,,0,0,0,14,,0,0,,0,0,4,2,50,,,,,,3,1,8,0,0,0,0,0,,0,0,0,0,0,2,6,2,33.3,4,2,50,1.29,20.64,0.31,0.2,0.313,64,46.3,4.5,44.8,49.3,4.5,0.9,9.1,0,990,982,1055,708,953,1025
À¯½ÂÃ¶,0.13,5,0,5,1,0,0,0,0,0,0,5,3,3,1.8,23,3,1,0,0,7,0,0,4,0,0,2,5.4,5.4,3.24,3.54,6.54,2,7.2,12.6,0.57,0,17.4,30.4,-13,0.25,70,6.66,6.97,-1.14,109.52,65.17,134.78,0.188,0.435,0.25,0.685,102,20.4,20.4,4.43,0,,0,,0,0,0,1,,0,0,,0,0,2,2,100,,,,,,1,0,1,0,0,0,0,0,,0,0,0,0,0,1,0,0,,2,2,100,1,20.4,0.23,0.13,0.25,12,16.7,16.7,58.3,75,8.3,0.2,0,0,990,982,1055,708,953,1025
ÀÌÀÇ¸®,0.07,4,4,0,0,0,0,1,0,0,0,13.1,8,10,10,69,17,3,0,3,14,0,0,14,1,0,0,5.4,6.75,6.75,6.9,7.51,2.33,9.45,9.45,1,2.03,20.3,20.3,0,0.368,77.8,4.94,5.4,-2.11,109.52,126.88,154.73,0.309,0.449,0.527,0.976,288,72,21.6,4.17,0,0,0,0,4,0,0,10,6.8,4,0,100,0,0,3,0,0,3.33,72,43,-0.16,0.07,0,0,0,0,0,0,0,0,,0,0,0,0,1,2,0,0,,3,0,0,,,,,0.368,38,46.3,2.4,51.2,53.7,0,0.9,13.6,11.8,990,982,1055,708,953,1025
±è±âÈÆ,0.06,17,0,17,4,0,0,1,0,0,0,19.2,11,13,14.6,95,16,4,1,1,15,3,0,17,3,1,1,5.03,5.95,6.68,6.71,5.48,1.58,7.78,6.86,1.13,0.46,17.9,15.8,2.1,0.254,63.6,5,5.15,-0.45,102.1,123.31,112.96,0.208,0.358,0.325,0.683,386,22.7,19.6,4.06,0,,0,,0,0,0,10,,0,0,,0,0,12,3,25,,,,,,2,0,6,0,0,0,0,0,,0,0,0,0,3,5,10,5,50,12,3,25,1.16,22.71,0.68,0.06,0.254,59,36.7,6.7,55,61.7,1.7,0.6,2.7,12.5,990,982,1055,708,953,1025
ÀåÀçÇõ,0.06,1,0,1,0,0,0,0,0,0,0,1.1,0,0,0,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.52,2.25,0,6.75,0,0,0,14.3,-14.3,0.333,100,6.62,7.11,-6.52,0,0,134.48,0.333,0.429,0.333,0.762,27,27,20.3,3.86,0,,0,,0,0,0,1,,0,0,,0,0,0,0,,,,,,,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,,1.33,27,0.01,0.06,0.333,6,66.7,16.7,16.7,33.3,0,2,0,50,990,982,1055,708,953,1025
¹ÚÁ¤¿ì,0.04,1,0,1,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-0.8,0,18,0,,0,66.7,0,66.7,0,-0.8,-2.6,0.8,0,0,-16.51,0,0,0,0,13,13,13,4.33,,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,1,13,0,0.04,0,1,100,0,0,0,0,,,,990,982,1055,708,953,1025
±è»çÀ±,-0.01,23,2,21,10,0,0,0,1,1,0,37,19,29,30.05,173,40,6,2,2,25,5,0,36,1,0,4,4.62,7.05,7.31,7.29,4.92,1.76,8.76,6.08,1.44,0.49,20.8,14.5,6.4,0.365,61.2,4.37,4.64,-0.3,93.74,134.05,101.48,0.288,0.407,0.403,0.81,727,31.6,19.6,4.2,0,0,0,0,2,0,0,22,84.9,0,2,0,0,0,6,3,50,1.17,47,42.5,-0.25,-0.21,3,0,10,1,0,0,0,0,100,0,0,0,0,0,3,13,6,46.2,6,3,50,1.65,30.14,0.43,0.2,0.365,104,46.7,4.7,43.9,48.6,4.7,1,3.8,12.5,990,982,1055,708,953,1025
¹ÚÁØÇ¥,-0.03,8,0,8,2,0,0,0,0,0,1,6,4,4,5.2,29,10,2,0,0,3,1,0,4,0,0,0,6,6,7.8,7.71,4.6,2.17,6,4.5,1.33,0,13.8,10.3,3.4,0.476,71.4,4.69,4.99,1.4,121.69,141.71,94.8,0.4,0.483,0.48,0.963,88,11,14.7,3.03,0,,0,,0,0,0,12,,0,0,,0,0,6,1,16.7,,,,,,1,0,1,0,1,0,0,0,100,0,0,0,0,0,2,5,3,60,6,1,16.7,0.75,11,0.66,-0.03,0.476,21,57.1,0,38.1,38.1,4.8,1.5,0,0,990,982,1055,708,953,1025
À¯Áö¼º,-0.04,3,0,3,2,0,0,0,0,0,0,2.1,2,4,2.8,14,5,0,0,1,0,1,0,3,1,0,0,7.71,15.43,10.8,10.82,7.41,2.14,11.57,0,,3.86,21.4,0,21.4,0.444,40,2.4,2.83,0.3,156.46,199,152.81,0.385,0.429,0.615,1.044,51,17,21.9,3.64,0,,0,,0,0,0,0,,0,0,,0,0,2,2,100,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,2,100,0.78,17,0.09,-0.04,0.444,9,70,0,30,30,0,2.3,33.3,60,990,982,1055,708,953,1025
